codigo_med,nombre_med,formaf,tipomed
48561,HOJA DESCARTABLE Nº 3D PARA VIDEO LARINGOSCOPIO   UNIDAD,UNIDAD,I
38337,INDICADOR MULTIPARAMETRO (INTEGRADOR) DE ESTERILIZACION PARA AUTOCLAVE   UNIDAD,UNIDAD,I
2484,VITAMINA B - COMPLEJO  2 mL INYECTABLE,INYECTABLE,M
30206,SISTEMA LIBERACION ESPIRAL DE 3.5 mm X 110 cm   UNIDAD,UNIDAD,I
30006,FRASCO DE VIDRIO COLOR AMBAR CON TAPA 100 mL   UNIDAD,UNIDAD,I
44221,OXIGENO MEDICINAL GAS COMPRIMIDO 99 % m3 GAS,GAS,M
52160,KIT DE REACTIVOS PARA ELECTROLITOS EN SANGRE  DET UNIDAD,UNIDAD,I
42088,TELA NO TEJIDA PARA ESTERILIZACION 90 cm X 90 cm DE 60 g X 250 PLIEGOS  UNIDAD UNIDAD,UNIDAD,I
32818,PROTESIS TOTAL DE REVISION DE RODILLA   UNIDAD,UNIDAD,I
39925,FILTRO PARA HEMODIALISIS DE POLISULFONA 1.8 m2 - 1.9 m2   UNIDAD,UNIDAD,I
49102,HORMONA TESTOSTERONA TOTAL  DET UNIDAD,UNIDAD,I
36182,CLAVO ENDOMEDULAR DE TITANIO BLOQUEADO PARA FEMUR 12 mm X 38 cm   UNIDAD,UNIDAD,I
32040,SISTEMA PARA IDENTIFICACION + ANTIBIOGRAMA DE BACTERIAS GRAM NEGATIVAS   UNIDAD,UNIDAD,I
19115,SUTURA SEDA NEGRA TRENZADA  5/0 C/A  1/2 CIRCULO  REDONDA  15 mm x 75 cm   UNIDAD,UNIDAD,I
38291,CATETER DE DRENAJE TORAXICO 32 FR   UNIDAD,UNIDAD,I
20069,SONDA DE GASTROSTOMIA 18 FR   UNIDAD,UNIDAD,I
46367,EXTRACTO ESTANDARIZADO DE CANNABIDIOL (CBD/THC) CANNABIS SATIVA 10 % (100mg/ml) +/- 10 %   THC < 1 % 10 mL SOLUCION,SOLUCION,M
25544,FILTRO INTERCAMBIADOR DE CALOR Y HUMEDAD ADULTO PARA VENTILADOR PULMONAR MECANICO   UNIDAD,UNIDAD,I
10184,ALAMBRE KIRSCHNER 1.0 mm X 285 mm   UNIDAD,UNIDAD,I
21929,TIRA REACTIVA PARA GLUCOSA EN SANGRE  100 DET KIT,KIT,I
35395,TORNILLO DE BLOQUEO DE ACERO AUTORROSCANTE 3.5 mm X 28 mm   UNIDAD,UNIDAD,I
53750,LIMAS SET PARA ENDODONCIA Nº 10 DE 25 mm X 6   UNIDAD,UNIDAD,I
18702,SUTURA CATGUT CROMICO 2/0 C/A 1/2 CIRCULO CORTANTE 25 mm X 70 cm   UNIDAD,UNIDAD,I
41462,PRUEBA RAPIDA INMUNOCROMATOGRAFICA PARA DIAGNOSTICO DE SIFILIS  1 DET KIT,KIT,I
42691,TORNILLO CORTICAL 2.5 mm X 20 mm   UNIDAD,UNIDAD,I
40536,CANULA PARA TRAQUEOSTOMIA N° 2.5   UNIDAD,UNIDAD,I
42793,PLACA DE BLOQUEO 3.5 mm DE 9 AGUJEROS PARA TIBIA DISTAL MEDIAL IZQUIERDA   UNIDAD,UNIDAD,I
40219,ESPIRAL PARA EMBOLIZACION ENDOVASCULAR 5 mm X 15 cm CON REVESTIMIENTO DE HIDROGEL   UNIDAD,UNIDAD,I
36804,CATETER DE DRENAJE PERCUTANEO 6.3 FR   UNIDAD,UNIDAD,I
39650,FRESA PARA CRANEOTOMO DE ACERO PARA PERFORACION Y DESBASTE TIPO REDONDA DIAMANTADA DE 2.0 mm x 7 cm   UNIDAD,UNIDAD,I
39573,PARCHE CARDIOVASCULAR DE PTFE 0.5 mm x 6 cm x 6 cm   UNIDAD,UNIDAD,I
44877,BOTA DE COMPRESION SECUENCIAL HASTA EL MUSLO TALLA L   UNIDAD,UNIDAD,I
44600,KIT PCR EN TIEMPO REAL PARA CUANTIFICACION DE CARGA VIRAL DE HEPATITIS C  10 DETERMINACIONES UNIDAD,UNIDAD,I
51882,FILTRO DIALIZADOR DE ALTO FLUJO DE MEMBRANA SINTETICA 2.1 m2   UNIDAD,UNIDAD,I
32968,CATETER URETERAL DOBLE J 4.6 FR X 26 cm   UNIDAD,UNIDAD,I
43971,TRAJE DESCARTABLE PARA PROTECCION TIPO MAMELUCO EN TELA NO TEJIDA DE POLIETILENO DE ALTA DENSIDAD TALLA L   UNIDAD,UNIDAD,I
30530,MASCARA DE ANESTESIA DESCARTABLE Nº 0   UNIDAD,UNIDAD,I
26086,PRUEBA RAPIDA PARA DETECTAR CUERPOS REDUCTORES EN HECES  1 DET KIT,KIT,I
44832,INJERTO DE TEJIDO OSEO ESPONJOSO CHIPS 10 mL   UNIDAD,UNIDAD,I
43547,SUTURA SEDA NEGRA TRENZADA 0 C/A 1/2 CIRCULO REDONDA 26 mm X 75 cm   UNIDAD,UNIDAD,I
35672,PROTESIS OCULAR   UNIDAD,UNIDAD,I
20565,SUTURA SEDA NEGRA TRENZADA 0 C/A 1/2 CIRCULO REDONDA 35 mm X 75 cm   UNIDAD,UNIDAD,I
53429,VIDEOENDOSCOPIO DESCARTABLE 2.2/0.0 mm DE UN SOLO USO   UNIDAD,UNIDAD,I
476,SIMETICONA 80 mg  TABLETA,TABLETA,M
34624,FLUORESCEINA SODICA  100 g POLVO,POLVO,I
32158,GLUCOSA ANHIDRIDA  1 Kg SOLUCION,SOLUCION,I
25144,"TUBO DE LATEX PARA LIGADURAS Y EXTENSION 1/4"" X 3/32"" X 15 m   UNIDAD",UNIDAD,I
4134,IOPROMIDA 300 mg I/mL 100 mL INYECTABLE,INYECTABLE,M
31422,PIE SACH DERECHO UNISEX TALLA 21 COLOR BEIGE   UNIDAD,UNIDAD,I
46441,AGAR CROMOGENICO PARA ORINA  25 L UNIDAD,UNIDAD,I
28161,BOLSA DE REANIMACION DE OXIGENO PARA RESUCITADOR MANUAL ADULTO   UNIDAD,UNIDAD,I
36745,ESPARADRAPO DE PLASTICO HIPOALERGENICO 7.6 cm x 9.1 m Aprox   UNIDAD,UNIDAD,I
3064,ELETRIPTAN 40 mg  TABLETA,TABLETA,M
30532,SUPLEMENTO NUTRICIONAL  900 g POLVO,POLVO,I
42217,TORNILLO CORTICAL 2.4 mm X 12 mm   UNIDAD,UNIDAD,I
28612,MOMETASONA 50 ug/DOSIS 120 DOSIS AEROSOL,AEROSOL,M
38043,PLUMON MARCADOR PARA MATERIAL DE ESTERILIZACION   UNIDAD,UNIDAD,I
4856,MITOXANTRONA (COMO DICLORHIDRATO) 20 mg/10 mL 10 mL INYECTABLE,INYECTABLE,M
32763,POTE DE PLASTICO CON TAPA X 50 g   UNIDAD,UNIDAD,I
54743,MALLA DE POLIESTER MULTICAPA SEPARADORA DE TEJIDOS - 37 cm X 28 cm UNIDAD,UNIDAD,I
39000,"AGUJA PARA BIOPSIA PLEURAL REUSABLE 8 G X 3 1/2 ""   UNIDAD",UNIDAD,I
20022,ANTISUERO ANTI E. COLI ENTEROHEMORRAGICO 0157-H7  3 mL SOLUCION,SOLUCION,I
54063,ASA DE BOLA PARA RESECTOSCOPIO - 24 CHARR UNIDAD,UNIDAD,I
18103,LIDOCAINA CLORHIDRATO + EPINEFRINA 20 mg + 8 ug/mL 1.8 mL INYECTABLE,INYECTABLE,M
12575,TORNILLO CORTICAL 4.5 mm X 54 mm   UNIDAD,UNIDAD,I
43320,TUBO DE GASTROSTOMIA DE BOTON DE BAJO PERFIL Y DE REEMPLAZO 20 FR x 1.2 cm   UNIDAD,UNIDAD,I
10890,ANTICUERPO ANTI CITOMEGALOVIRUS IgG (MET ELISA)  96 DET KIT,KIT,I
33758,MASCARA CERRADA ELASTICA TALLA N° 8   UNIDAD,UNIDAD,I
35304,LAPIZ DEMOGRAFICO COLOR AZUL   UNIDAD,UNIDAD,I
24518,SUTURA DE POLIDIOXANONA 6/0 C/2A 1/2 CIRCULO REDONDA 13 mm X 70 mm   UNIDAD,UNIDAD,I
18864,AGAR SELECTIVO PARA ESTAFILOCO (BAIRD PARKER)  500 g SOLUCION,SOLUCION,I
54899,TREPANO CORNEAL DONANTE SIN VACIO DESCARTABLE - X 8.25 mm UNIDAD,UNIDAD,I
54448,KIT DE ROPA DESCARTABLE PARA PARTO - X 11 PIEZAS UNIDAD,UNIDAD,I
10900,ANTICUERPO ANTI RUBEOLA IgM   (MET ELISA)  96 DET KIT,KIT,I
21857,SOLUCION PARA DIALISIS PERITONEAL 4.25 % 5 L SOLUCION,SOLUCION,M
38438,PLACA LCP DE 10 AGUJEROS x 3.5 mm PARA TIBIA DISTAL IZQUIERDA   UNIDAD,UNIDAD,I
35525,"CONECTOR EN Y 1/4"" X 1/4"" X 1/4""   UNIDAD",UNIDAD,I
33412,PANTALONETA PIERNA CORTA ELASTICA TALLA N° 8   UNIDAD,UNIDAD,I
25543,"KIT PARA TRATAMIENTO DE HERIDAS (ESPONJA, LAMINA Y DISCO CON TUBO) MEDIANO   KIT",KIT,I
50011,FIBRA OPTICA DESCARTABLE 4.9/2.2 mm x 60 cm PARA BRONCOSCOPIO   UNIDAD,UNIDAD,I
32451,BROCA 3.2 mm X 145 mm   UNIDAD,UNIDAD,I
31121,GASA DE CELULOSA OXIDADA ABSORBIBLE NO TEJIDA MULTICAPAS ESTERIL 10 cm X 10 cm   UNIDAD,UNIDAD,I
30820,PROTESIS M.END.DESART.CADERA ACERO-ARTIC.CADERA MONOC.-RODILLA MONOC.-SILLIN PP-PIE SACH   UNIDAD,UNIDAD,I
37443,FACTOR REUMATOIDEO LATEX  150 DET KIT,KIT,I
23730,CATETER GUIA PARA ANGIOPLASTIA JL 6 FR 3.5 ASA   UNIDAD,UNIDAD,I
22306,PAPEL CREPADO 60 cm X 60 cm X 500 UNIDADES   UNIDAD,UNIDAD,I
22354,"AGUJA DE BIOPSIA DE PROSTATA, RENAL Y HEPATICA SEMIAUTOMATICA 18 G X 9 cm   UNIDAD",UNIDAD,I
18969,SONDA NASOYEYUNAL 100% SILICONA CON LASTRE 12 FR   UNIDAD,UNIDAD,I
32570,REMOVEDOR DE OXIDO Y CORROSION PARA INSTRUMENTAL QUIRURGICO  1 gal SOLUCION,SOLUCION,I
47606,SET DE CATETER DE DRENAJE SUPRAPUBICO 18 FR X 35 cm   UNIDAD,UNIDAD,I
39891,TUBO DE ASPIRACION PARA CATETER DE TROMBO ASPIRACION 2.24 mm x 285 cm   UNIDAD,UNIDAD,I
26924,SISTEMA DE PLACA DE BLOQUEO DE 6 AGUJEROS PARA MANDIBULA   UNIDAD,UNIDAD,I
53306,ESPIRAL PARA EMBOLIZACION ENDOVASCULAR 22 mm X 60 cm	   UNIDAD,UNIDAD,I
47488,SISTEMA DE PLACA DCP ANCHA DE 4.5 MM   UNIDAD,UNIDAD,I
30340,FERULA DE MIEMBRO SUPERIOR OPONENTE DEL PULGAR/ BARRA EN C -TOPE LUMBRICAL DE ORTHOPLAST   UNIDAD,UNIDAD,I
32772,RESINA PARA MONTAJE DE LAMINA X 500 mL   UNIDAD,UNIDAD,I
45730,GAMMA GLUTAMIL TRANSFERASA (GGT) X 120 DETERMINACIONES   UNIDAD,UNIDAD,I
46323,BOLSA  DE EXTRACCION PARA CIRUGIA ENDOSCOPICA  5 mm UNIDAD,UNIDAD,I
5086,NITROFURAL 200 mg/100 mL 1 L SOLUCION,SOLUCION,M
30225,PROTESIS DE MIEMBRO SUPERIOR DESARTICULADO DE CODO DE PP S/ACCESORIO TERMINAL-COPLE ARTICULADO   UNIDAD,UNIDAD,I
54469,EMPAQUE TIPO TYVECK PARA ESTERILIZACION POR PLASMA 10 cm - METRO UNIDAD,UNIDAD,I
44068,CHAQUETA DESCARTABLE TALLA XXL   UNIDAD,UNIDAD,I
43610,ANTICUERPO ANTI TREPONEMA PALLIDUM TOTAL ELISA  DETERMINACION UNIDAD,UNIDAD,I
32213,CATETER DE DRENAJE TORAXICO 28 FR + TROCAR   UNIDAD,UNIDAD,I
25395,CATETER BALON DE BAJO PERFIL 10 mm X 4.0 cm DE 5 FR X 135 cm   UNIDAD,UNIDAD,I
27090,CATETER BALON PARA ANGIOPLASTIA CORONARIA 1.5 mm X 20 mm   UNIDAD,UNIDAD,I
40593,SET DE COPA DELINEADORA DE FORNICES VAGINALES DESCARTABLE DE 3.0 cm PARA ELECTROCIRUGIA   UNIDAD,UNIDAD,I
29524,PLACA NEUTRA NEONATAL DESCARTABLE PARA ELECTROBISTURI   UNIDAD,UNIDAD,I
25339,"PLACA DE TITANIO ""L"" DERECHA 5 ORIFICIOS SISTEMA 1.5 mm   UNIDAD",UNIDAD,I
39667,CLAVO STEINMAN 5.0 mm x 250 mm   UNIDAD,UNIDAD,I
42270,CAPSULA DE GELATINA N° 1   UNIDAD,UNIDAD,I
52451,VITELINATO DE PLATA USP X 250 g  250 g UNIDAD,UNIDAD,I
53024,MESALAZINA PLV 1.5 g  GRANULOS,GRANULOS,M
24674,DISPOSITIVO DE INHALACION PARA VENTILADOR MECANICO   UNIDAD,UNIDAD,I
26861,FRESA PARA CRANEOTOMO DE ACERO PARA DRILADO TIPO ROSEN DE 2.3 mm   UNIDAD,UNIDAD,I
34744,DISTRACTOR PARA RECONSTRUCCION MANDIBULAR DERECHO E IZQUIERDO 4.5 cm   UNIDAD,UNIDAD,I
21030,TORNILLO DE TITANIO 1.5 mm X 7 mm   UNIDAD,UNIDAD,I
33757,MASCARA CERRADA ELASTICA TALLA N° 6   UNIDAD,UNIDAD,I
39514,FRESA QUIRURGICA CORTANTE 3.5 mm/70 mm   UNIDAD,UNIDAD,I
27407,MINIPLACA DE TITANIO RECTA 08 ORIFICIOS SISTEMA 1.5 mm   UNIDAD,UNIDAD,I
16616,IMPLANTE RETINAL DE ESPONJA DE SILICONA ASIMETRICA MODELO 276   UNIDAD,UNIDAD,I
19564,ADHESIVO TOPICO PARA LA PIEL (MONOMERO DE 2 - OCTIL - NOACRILATO)  0.5 mL UNIDAD,UNIDAD,I
32186,SONDA VESICAL 2 VIAS DESCARTABLE N° 18   UNIDAD,UNIDAD,I
21193,INTRODUCTOR 6 FR X 11 cm CON VALVULA ANTIREFLUJO   UNIDAD,UNIDAD,I
42956,ANTICUERPO MONOCLONAL PARA ACTINA DE MUSCULO LISO (A.M.L)  12 mL UNIDAD,UNIDAD,I
50683,TUBO PARA EXTRACCION DE SANGRE CON SISTEMA DE VACIO DE POLIETILENO TEREFTALATO (PET) DE 2 mL CON CITRATO DE SODIO   UNIDAD,UNIDAD,I
34471,MANDIL DESCARTABLE IMPERMEABLE NO ESTERIL TALLA ESTANDAR   UNIDAD,UNIDAD,I
25982,PAPEL MILIMETRADO PARA ELECTROCARDIOGRAMA 63 mm X 30 m   UNIDAD,UNIDAD,I
49921,ELECTRODO AGUJA MONOPOLAR PARA RADIOFRECUENCIA 7 cm X 18 G AGUJA CON PUNTA ACTIVA 7 mm   UNIDAD,UNIDAD,I
16695,REACTIVO DE COLESTEROL LDL DIRECTO   UNIDAD,UNIDAD,I
51571,OCLUSOR PERCUTANEO DE PERSISTENCIA DE DUCTUS ARTERIOSO 5FR X 3.5 mm   UNIDAD,UNIDAD,I
43590,SOLUCIONES PARA NUTRICION PARENTERAL  2.5 L INYECTABLE,INYECTABLE,M
51838,FORMULA SEMI ELEMENTAL PARCIALMENTE HIDROLIZADA CON GLUTAMINA 097900050424  UNIDAD,UNIDAD,I
36584,"SISTEMA DE 7 SEGMENTOS PARA COLOCACION DE ESPIRAL PARA EMBOLIZACION 0.017"" X 150 cm   UNIDAD",UNIDAD,I
32206,SET DE DILATADORES HEGAR X 8 PIEZAS   UNIDAD,UNIDAD,I
39521,PROTECTOR BUCAL DESCARTABLE TAMAÑO ESTANDAR   UNIDAD,UNIDAD,I
28660,CARTUCHO PARA ANALIZADOR DE GASES ARTERIALES Y ELECTROLITOS CG4+   UNIDAD,UNIDAD,I
51443,ESENCIA DE CEREZA USP  500 mL UNIDAD,UNIDAD,I
23028,SUTURA ACIDO POLIGLICOLICO 2/0 C/A 3/8 CIRCULO CORTANTE 30 mm X 70 cm   UNIDAD,UNIDAD,I
10638,CLAVO RUSH 3.2 mm X 15 cm.   UNIDAD,UNIDAD,I
22796,CATETER VENOSO CENTRAL DE INSERCION PERIFERICA UN LUMEN 3 FR X 30 cm   UNIDAD,UNIDAD,I
23101,TORNILLO MINICORTICAL 2.0 mm X 7 mm   UNIDAD,UNIDAD,I
53298,BOBINA DESMONTABLE DE EMPAQUE PARA EMBOLIZACION PERIFERICA ESTERIL X 45 cm   UNIDAD,UNIDAD,I
12784,FRASCO DE POLIESTIRENO TAPA A ROSCA PARA ORINA   UNIDAD,UNIDAD,I
39913,ESFINTEROTOMO TRIPLE LUMEN 5.8 FR X 30 mm   UNIDAD,UNIDAD,I
40288,RESINA FOTOCURABLE PARA CEMENTAR BRACKET (KIT)   UNIDAD,UNIDAD,I
23508,PLACA 1/3 DE TUBO 4 AGUJEROS X 3.5 mm   UNIDAD,UNIDAD,I
41909,FRESA PARA CRANEOTOMO REDONDA DE 6 CANALES DE 2.0 mm X 6.03 cm  UNIDAD UNIDAD,UNIDAD,I
22448,CANULA VENOSA ANGULADA Nº 12   UNIDAD,UNIDAD,I
26925,"SET DE ANESTESIA EPIDURAL CON AGUJA Nº 18 G X 3 1/4""   UNIDAD",UNIDAD,I
53405,GEL ABRASIVO PARA LIMPIEZA EN ELECTROENCEFALOGRAMA X 4 oz   UNIDAD,UNIDAD,I
25662,FILTRO BACTERIOLOGICO PARA ASPIRADOR DE SECRECIONES   UNIDAD,UNIDAD,I
50978,ANTICUERPO MONOCLONAL CD23 PARA INMUNOHISTOQUIMICA X 1 mL   UNIDAD,UNIDAD,I
52587,SUTURA CON PUAS UNIDIRECCIONAL MONOFILAMENTO VIOLETA 3/0 C/A 1/2 CIRCULO PUNTA CILINDRICA 17 mm X 15 cm   UNIDAD,UNIDAD,I
54168,ARCO DE ERICH DENTAURIOS  - UNIDAD,UNIDAD,I
23507,PLACA 1/3 DE TUBO 7 AGUJEROS X 3.5 mm   UNIDAD,UNIDAD,I
26247,VENDA ELASTICA ADHESIVA 10 cm X 4.5 m   UNIDAD,UNIDAD,I
50639,AUDIFONO RETROAURICULAR DIGITAL PROGRAMABLE DE GANANCIA ACUSTICA DE 30 - 50 dB 9 CANALES   UNIDAD,UNIDAD,I
44674,Linea de entrega de aire/BSS con conector PARA EQUIPO DE FACOEMULSIFICACION Y VITRECTOMIA   UNIDAD,UNIDAD,I
43542,ANILLO EXPANSOR DE IRIS CON INYECTOR DESCARTABLE 7.0 mm   UNIDAD,UNIDAD,I
22552,BOTA DE COMPRESION SECUENCIAL HASTA EL MUSLO TALLA MEDIANO   UNIDAD,UNIDAD,I
24526,VALVULA CARDIACA AORTICA BIOLOGICA Nº 21   UNIDAD,UNIDAD,I
17477,TUBO ENDOTRAQUEAL SIN GLOBO N° 2.5 F   UNIDAD,UNIDAD,I
39800,TREPANO CORNEAL BARRON DESCARTABLE 7.50 mm   UNIDAD,UNIDAD,I
24946,SUCEDANEO DE LA LECHE MATERNA PARA PREMATURO  363 g UNIDAD,UNIDAD,I
24452,TORNILLO DE BLOQUEO 4.5 mm X 30 mm   UNIDAD,UNIDAD,I
46078,AGAR CHROMO PARA UROCULTIVO  500 g UNIDAD,UNIDAD,I
31721,PUNTA DESCARTABLE 19.05 mm PARA TIJERA ENDOCUT   UNIDAD,UNIDAD,I
37545,PLACA LCP DE 10 AGUJEROS X 171 mm PARA TIBIA PROXIMAL MEDIAL DERECHA   UNIDAD,UNIDAD,I
26751,PRUEBA RAPIDA PARA HELICOBACTER PYLORI EN SUERO  30 DET KIT,KIT,I
28039,TRANSAMINASA GLUTAMICA PIRUVICA (TGP) CINETICA  150 DET KIT,KIT,I
39959,CATETER INTRACRANEAL DE SOPORTE DISTAL 6 FR X 105 cm   UNIDAD,UNIDAD,I
19340,SILICONA PESADA (USO DENTAL)  900 mL UNIDAD,UNIDAD,I
29157,LACOSAMIDA 100 mg  TABLETA,TABLETA,M
50374,APOSITO DE ALCOHOL POLIVINILICO PARA ABSORCION  20 cm X 30 cm   UNIDAD,UNIDAD,I
15326,CANULA ARTERIAL AORTICA N° 18   UNIDAD,UNIDAD,I
20495,RESERVORIO DE SUCCION TIPO PERA DE SILICONA DE 100 mL   UNIDAD,UNIDAD,I
25226,SUTURA ACIDO POLIGLACTIN 1 C/A 1/2 CIRCULO REDONDA 26 mm X 70 cm   UNIDAD,UNIDAD,I
31219,PLACA DE TITANIO RECTA 12 AGUJEROS SISTEMA 2.0 mm   UNIDAD,UNIDAD,I
15046,"AGUJA CARPULE DENTAL DESCARTABLE Nº 27 G X 1""   UNIDAD",UNIDAD,I
19834,TUBO EN T MONTGOMERY Nº 6   UNIDAD,UNIDAD,I
49609,CATETER PERCUTANEO CON INTRODUCTOR 6 FR X 45 cm   UNIDAD,UNIDAD,I
44695,CANULA ARTERIAL PARA OXIGENACION POR MEMBRANA EXTRACORPOREA (ECMO) UN LUMEN 10 FR   UNIDAD,UNIDAD,I
29343,HEMINA 25 mg/mL 10 mL INYECTABLE,INYECTABLE,M
34489,AUDIFONO DIGITAL PROGRAMABLE DE 60 - 80 dB   UNIDAD,UNIDAD,I
33116,PASTA CONDUCTORA PARA EXAMENES DE POTENCIALES EVOCADOS X 8 oz (ELECTROFISIOLOGIA)   UNIDAD,UNIDAD,I
30221,PROTESIS DE MIEMBRO SUPERIOR INTERESCAPULO TORAXICA DE POLIPROPILENO SIN ACCESORIO TERMINAL   UNIDAD,UNIDAD,I
50031,ARIPIPRAZOL 5 mg  TABLETA,TABLETA,M
55114,GUIA DE BIOPSIA PARA TRANSDUCTOR DE ECOGRAFO - - UNIDAD,UNIDAD,I
25149,CLIP DE TITANIO TIPO HORIZON L X 6   UNIDAD,UNIDAD,I
41670,FORMULA NUTRICIONAL ISOTONICA LIQUIDA COMPLETA BALANCEADA X 500 mL   UNIDAD,UNIDAD,I
11393,LANCETA ESTERIL DESCARTABLE   UNIDAD,UNIDAD,I
46693,TERBINAFINA CLORHIDRATO USP  100 G UNIDAD,UNIDAD,I
29401,CATETER GUIA PARA ANGIOPLASTIA CORONARIA DERECHA 6 FR X 100 cm N° 2   UNIDAD,UNIDAD,I
11860,SONDA DE SUCCION (aspiracion) Nº 12   UNIDAD,UNIDAD,I
21467,TUBO PARA EXTRACCION DE SANGRE CON SISTEMA DE VACIO DE POLIPROPILENO DE 2.7 mL CON CITRATO DE SODIO AL 3.8%   UNIDAD,UNIDAD,I
30339,FERULA DE MIEMBRO SUPERIOR ADAPTADOR UNIVERSAL DE ORTHOPLAST   UNIDAD,UNIDAD,I
42429,CATETER BALON PARA ANGIOPLASTIA PERIFERICA 8 mm X 4 cm DE 6 FR X 110 cm  UNIDAD UNIDAD,UNIDAD,I
41350,LANCETA DESCARTABLE RETRACTIL 28 G X 1.5 mm   UNIDAD,UNIDAD,I
33590,LIPASA CINETICA AUTOMATIZADA  1 DET KIT,KIT,I
19965,TORNILLO ESPONJOSO 3.5 mm X 26 mm   UNIDAD,UNIDAD,I
35031,MILTEFOSINA 50 mg  TABLETA,TABLETA,M
40318,SISTEMA DE FIJACION TRANSPEDICULAR DE TITANIO LUMBOSACRA   UNIDAD,UNIDAD,I
53466,CATETER DE TROMBOASPIRACION (ASPIRACION DE TROMBO) 8 FR X 105 cm   UNIDAD,UNIDAD,I
38569,AGUJA MONOPOLAR PARA ELECTROMIOGRAFIA (EMG) Nº 28 G x 37 mm   UNIDAD,UNIDAD,I
47804,CANULA ENDOLUMINAL (STENT) CORONARIA DE METAL 4 mm X 19 mm   UNIDAD,UNIDAD,I
25326,CATETER BALON INTRAORTICO 7.0 FR   UNIDAD,UNIDAD,I
22967,GUANTE QUIRURGICO ESTERIL EMPAQUE INDIV. Nº 8 PUÑO LARGO (PAR)   UNIDAD,UNIDAD,I
39331,CATETER INTRACRANEAL DE SOPORTE DISTAL 5 FR x 115 cm   UNIDAD,UNIDAD,I
49969,LINEA DE INFUSION CON BURETA PARA BOMBA DE INFUSION CON PROTECCION PARA MEDICAMENTOS FOTOSENSIBLES   UNIDAD,UNIDAD,I
10269,LECTINA ANTI A1  5 mL UNIDAD,UNIDAD,I
53170,CONO DE PAPEL Nº 15 X 6   UNIDAD,UNIDAD,I
32173,ELECTRODO DESCARTABLE TIPO AGUJA TRENZADO 28 G X 12 mm X 2 m PARA EQUIPO DE MONITOREO INTRAOPERATORIO   UNIDAD,UNIDAD,I
12672,REACTIVO DE TRANSAMINASA GLUTAMICA OXALACETICA (TGO)  200 DET KIT,KIT,I
12483,TECNECIO 99 mCi   SOLUCION,SOLUCION,M
3218,ESOMEPRAZOL 20 mg  TABLETA,TABLETA,M
41986,CLAVO STEINMAN 3.0 mm X 200 mm  UNIDAD UNIDAD,UNIDAD,I
44084,SUJETADOR DE VIA PERIFERICA TALLA L   UNIDAD,UNIDAD,I
45734,FIBRINOGENO  200 DETERMINACIONES KIT,KIT,I
52670,PAQUETE OFTALMOLOGICO ESTERIL  X 9 PIEZAS UNIDAD,UNIDAD,I
50536,LENTE INTRAOCULAR DIOPTRIA +22 CAMARA ANTERIOR NO PLEGABLE 3 PIEZAS   UNIDAD,UNIDAD,I
36368,FRESA PARA CRANEOTOMO DE ACERO PARA PERFORACION Y DESBASTE TIPO REDONDA DE 4.0 mm X 7 cm   UNIDAD,UNIDAD,I
15943,CLAVO STEINMAN PUNTA REDONDA 5.0 mm X 150 mm   UNIDAD,UNIDAD,I
39741,ESCOBILLA PARA CIRUJANO CON CERDAS SUAVES C/SOL.DES   UNIDAD,UNIDAD,I
44236,POTE DE PLASTICO CON TAPA Y CONTRATAPA x 60g   UNIDAD,UNIDAD,I
350,ALCOHOL POLIVINILICO (SOLUCION OFTALMICA) 14 mg/mL 15 mL SOLUCION,SOLUCION,M
23696,TORNILLO DCS DE 70 mm DE LONGITUD   UNIDAD,UNIDAD,I
45086,CARTUCHO DE ADSORCION DE CITOQUINAS X 300 mL   UNIDAD,UNIDAD,I
29193,KIT DE ROPA DESCARTABLE PARA CIRUGIA X 13 PIEZAS   KIT,KIT,I
43116,BROCA 1.6 mm X 6 mm   UNIDAD,UNIDAD,I
25300,ESFINTEROTOMO DE TRIPLE LUMEN PRE CURVADO 5.5 FR   UNIDAD,UNIDAD,I
38462,PLACA BICOLUMNAR DE ANGULO VARIABLE PARA RADIO DISTAL 5 AGUJEROS x 2.4 mm   UNIDAD,UNIDAD,I
30602,VACUNA  ANTIRRABICA DE USO VETERINARIO  CULTIVO CELULAR  10 DOSIS INYECTABLE,INYECTABLE,M
28828,TORNILLO BICORTICAL DE TITANIO AUTORROSCANTE 2.0 mm  X 8 mm   UNIDAD,UNIDAD,I
52281,IODURO DE SODIO I-131 37 A 7400 MBq (1 a 200 mCi)  TABLETA,TABLETA,M
23252,SUTURA DE ACIDO POLIGLICOLICO Nº3 C/A 1/2 CIRCULO REDONDO 30 mmX 70 cm   UNIDAD,UNIDAD,I
54390,PLACA DE BLOQUEO LCP DE TITANIO PARA HUMERO PROXIMAL DERECHO DE TITANIO 5 AGUJEROS - X 4.0/3.5 mm UNIDAD,UNIDAD,I
23081,SUTURA ACIDO POLIGLACTIN 6/0 C/A 3/8 CIRCULO CORTANTE 13 mm X 45 cm   UNIDAD,UNIDAD,I
49084,EMICIZUMAB 60mg/0.4mL 0.4mL INYECTABLE,INYECTABLE,M
32726,AGUJA KIRSCHNER 2.5 mm X 280 mm   UNIDAD,UNIDAD,I
17779,PAÑAL DESCARTABLE 10 UNIDADES   UNIDAD,UNIDAD,I
28254,PLACA ANGULADA DCS 95º 05 AGUJEROS   UNIDAD,UNIDAD,I
